cod_contrato,nombre_contrato,monto,contenido,condiciones_contrato,id_contrato,fecha_contrato,id_version,id_solicitud
136,Contrato de Mantenimiento,78597.06,Las partes acuerdan ejecutar contrato de mantenimiento según lo pactado.,Revisión trimestral de cumplimiento de KPI. Pago dentro de 30 días tras la recepción de la factura.,136,2020-10-07,17,SOL-3331
137,Contrato de Distribución,55694.56,Las partes acuerdan ejecutar contrato de distribución según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,137,2021-11-23,42,SOL-6336
138,Acuerdo de Servicio,26536.39,El objetivo principal es regular acuerdo de servicio bajo las condiciones acordadas.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,138,2022-02-17,50,SOL-6727
139,Convenio de Licencia,38343.26,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,139,2023-05-17,33,SOL-4571
140,Contrato de Arrendamiento,43460.82,Se describen las responsabilidades mutuas en torno a contrato de arrendamiento.,Penalización del 5% por retrasos en la entrega. Confidencialidad y no divulgación de información.,140,2022-02-16,25,SOL-4036
141,Contrato de Arrendamiento,22573.36,Este contrato establece los términos para contrato de arrendamiento.,Garantía de 12 meses para el servicio prestado. Pago dentro de 30 días tras la recepción de la factura.,141,2024-12-15,11,SOL-9388
142,Contrato de Consultoría,61694.04,Este contrato establece los términos para contrato de consultoría.,Penalización del 5% por retrasos en la entrega. Pago dentro de 30 días tras la recepción de la factura.,142,2023-08-18,32,SOL-3011
143,Contrato de Compra-Venta,11786.05,Se definen las obligaciones relativas a contrato de compra-venta y su cronograma.,Actualización de precios anual previa negociación. Revisión trimestral de cumplimiento de KPI.,143,2022-11-01,37,SOL-7739
144,Contrato de Suministro,16584.82,Las partes acuerdan ejecutar contrato de suministro según lo pactado.,Penalización del 5% por retrasos en la entrega. Confidencialidad y no divulgación de información.,144,2021-12-10,28,SOL-7895
145,Contrato de Distribución,2059.56,Este contrato establece los términos para contrato de distribución.,Revisión trimestral de cumplimiento de KPI. Rescisión con preaviso de 60 días.,145,2021-12-02,5,SOL-9275
146,Contrato de Desarrollo,84898.47,Se describen las responsabilidades mutuas en torno a contrato de desarrollo.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,146,2020-05-07,18,SOL-5340
147,Acuerdo de Servicio,40682.98,El objetivo principal es regular acuerdo de servicio bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Actualización de precios anual previa negociación.,147,2024-05-18,23,SOL-9182
148,Convenio de Licencia,14629.68,El objetivo principal es regular convenio de licencia bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Confidencialidad y no divulgación de información.,148,2021-09-17,24,SOL-9385
149,Contrato de Desarrollo,73576.59,Este contrato establece los términos para contrato de desarrollo.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,149,2022-02-27,41,SOL-7248
150,Convenio de Licencia,8017.14,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Pago dentro de 30 días tras la recepción de la factura. Rescisión con preaviso de 60 días.,150,2020-08-21,7,SOL-5852
151,Contrato de Desarrollo,83711.43,El objetivo principal es regular contrato de desarrollo bajo las condiciones acordadas.,Penalización del 5% por retrasos en la entrega. Rescisión con preaviso de 60 días.,151,2024-01-11,22,SOL-5992
152,Contrato de Soporte,65801.23,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Confidencialidad y no divulgación de información.,152,2023-03-08,44,SOL-4707
153,Contrato de Consultoría,13544.75,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,153,2022-02-18,48,SOL-9292
154,Contrato de Arrendamiento,80776.88,Las partes acuerdan ejecutar contrato de arrendamiento según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,154,2024-04-17,44,SOL-9071
155,Contrato de Compra-Venta,75316.73,Se definen las obligaciones relativas a contrato de compra-venta y su cronograma.,Rescisión con preaviso de 60 días. Confidencialidad y no divulgación de información.,155,2024-09-05,17,SOL-4827
156,Contrato de Arrendamiento,32087.78,Las partes acuerdan ejecutar contrato de arrendamiento según lo pactado.,Revisión trimestral de cumplimiento de KPI. Penalización del 5% por retrasos en la entrega.,156,2021-07-31,41,SOL-1854
157,Contrato de Mantenimiento,65242.23,Se describen las responsabilidades mutuas en torno a contrato de mantenimiento.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,157,2024-01-20,24,SOL-8272
158,Contrato de Distribución,68705.21,Este contrato establece los términos para contrato de distribución.,Pago dentro de 30 días tras la recepción de la factura. Rescisión con preaviso de 60 días.,158,2020-08-18,11,SOL-4063
159,Contrato de Consultoría,21054.27,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Confidencialidad y no divulgación de información. Rescisión con preaviso de 60 días.,159,2024-06-08,45,SOL-6069
160,Contrato de Suministro,54307.31,Las partes acuerdan ejecutar contrato de suministro según lo pactado.,Actualización de precios anual previa negociación. Garantía de 12 meses para el servicio prestado.,160,2024-12-06,44,SOL-2098
161,Contrato de Desarrollo,4033.06,Las partes acuerdan ejecutar contrato de desarrollo según lo pactado.,Rescisión con preaviso de 60 días. Confidencialidad y no divulgación de información.,161,2021-06-30,27,SOL-5036
162,Contrato de Compra-Venta,21558.15,Las partes acuerdan ejecutar contrato de compra-venta según lo pactado.,Rescisión con preaviso de 60 días. Actualización de precios anual previa negociación.,162,2024-04-16,10,SOL-9468
163,Contrato de Consultoría,85309.81,El objetivo principal es regular contrato de consultoría bajo las condiciones acordadas.,Penalización del 5% por retrasos en la entrega. Pago dentro de 30 días tras la recepción de la factura.,163,2025-02-09,34,SOL-1640
164,Contrato de Compra-Venta,91654.23,Se definen las obligaciones relativas a contrato de compra-venta y su cronograma.,Garantía de 12 meses para el servicio prestado. Confidencialidad y no divulgación de información.,164,2020-09-18,8,SOL-5577
165,Acuerdo de Servicio,19296.84,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Pago dentro de 30 días tras la recepción de la factura. Garantía de 12 meses para el servicio prestado.,165,2021-10-15,24,SOL-2286
166,Contrato de Compra-Venta,77265.13,Se describen las responsabilidades mutuas en torno a contrato de compra-venta.,Rescisión con preaviso de 60 días. Revisión trimestral de cumplimiento de KPI.,166,2020-12-26,49,SOL-4619
167,Contrato de Suministro,16709.41,Las partes acuerdan ejecutar contrato de suministro según lo pactado.,Garantía de 12 meses para el servicio prestado. Actualización de precios anual previa negociación.,167,2024-11-14,26,SOL-5937
168,Contrato de Suministro,48018.78,El objetivo principal es regular contrato de suministro bajo las condiciones acordadas.,Revisión trimestral de cumplimiento de KPI. Confidencialidad y no divulgación de información.,168,2024-08-16,17,SOL-3024
169,Contrato de Suministro,78724.6,Se definen las obligaciones relativas a contrato de suministro y su cronograma.,Confidencialidad y no divulgación de información. Pago dentro de 30 días tras la recepción de la factura.,169,2022-11-23,31,SOL-1515
170,Contrato de Arrendamiento,86977.47,Se describen las responsabilidades mutuas en torno a contrato de arrendamiento.,Revisión trimestral de cumplimiento de KPI. Actualización de precios anual previa negociación.,170,2020-07-22,27,SOL-7519
171,Acuerdo de Servicio,3136.64,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,171,2023-04-22,37,SOL-2933
172,Contrato de Soporte,54225.13,Este contrato establece los términos para contrato de soporte.,Garantía de 12 meses para el servicio prestado. Confidencialidad y no divulgación de información.,172,2023-08-26,48,SOL-5617
173,Acuerdo de Servicio,51873.81,Se definen las obligaciones relativas a acuerdo de servicio y su cronograma.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,173,2020-05-26,42,SOL-4317
174,Acuerdo de Servicio,7283.58,El objetivo principal es regular acuerdo de servicio bajo las condiciones acordadas.,Actualización de precios anual previa negociación. Revisión trimestral de cumplimiento de KPI.,174,2023-02-24,11,SOL-7452
175,Contrato de Consultoría,40587.95,El objetivo principal es regular contrato de consultoría bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,175,2022-12-31,42,SOL-1383
176,Contrato de Suministro,50221.24,El objetivo principal es regular contrato de suministro bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Pago dentro de 30 días tras la recepción de la factura.,176,2021-02-26,18,SOL-9160
177,Acuerdo de Servicio,71309.17,Las partes acuerdan ejecutar acuerdo de servicio según lo pactado.,Confidencialidad y no divulgación de información. Rescisión con preaviso de 60 días.,177,2020-02-02,25,SOL-6505
178,Contrato de Compra-Venta,58151.4,Se describen las responsabilidades mutuas en torno a contrato de compra-venta.,Pago dentro de 30 días tras la recepción de la factura. Confidencialidad y no divulgación de información.,178,2020-10-01,11,SOL-8135
179,Contrato de Desarrollo,12585.17,Se describen las responsabilidades mutuas en torno a contrato de desarrollo.,Revisión trimestral de cumplimiento de KPI. Confidencialidad y no divulgación de información.,179,2022-12-22,41,SOL-4809
180,Acuerdo de Servicio,82172.86,Se definen las obligaciones relativas a acuerdo de servicio y su cronograma.,Revisión trimestral de cumplimiento de KPI. Pago dentro de 30 días tras la recepción de la factura.,180,2024-11-14,25,SOL-5563
181,Contrato de Soporte,85960.61,Este contrato establece los términos para contrato de soporte.,Rescisión con preaviso de 60 días. Confidencialidad y no divulgación de información.,181,2022-05-13,37,SOL-3547
182,Contrato de Desarrollo,83204.03,Las partes acuerdan ejecutar contrato de desarrollo según lo pactado.,Rescisión con preaviso de 60 días. Garantía de 12 meses para el servicio prestado.,182,2022-09-11,49,SOL-3289
183,Contrato de Desarrollo,56047.89,Se describen las responsabilidades mutuas en torno a contrato de desarrollo.,Garantía de 12 meses para el servicio prestado. Actualización de precios anual previa negociación.,183,2024-07-22,26,SOL-1785
184,Contrato de Desarrollo,38754.69,Este contrato establece los términos para contrato de desarrollo.,Rescisión con preaviso de 60 días. Penalización del 5% por retrasos en la entrega.,184,2025-02-11,27,SOL-8712
185,Contrato de Consultoría,66558.81,El objetivo principal es regular contrato de consultoría bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Confidencialidad y no divulgación de información.,185,2020-06-19,13,SOL-5336
186,Convenio de Licencia,89214.77,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Penalización del 5% por retrasos en la entrega. Rescisión con preaviso de 60 días.,186,2023-11-05,11,SOL-7800
187,Convenio de Licencia,75814.04,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Rescisión con preaviso de 60 días. Pago dentro de 30 días tras la recepción de la factura.,187,2020-09-15,17,SOL-6463
188,Contrato de Soporte,94768.75,Se definen las obligaciones relativas a contrato de soporte y su cronograma.,Actualización de precios anual previa negociación. Rescisión con preaviso de 60 días.,188,2025-04-17,10,SOL-1786
189,Contrato de Distribución,12358.7,Se describen las responsabilidades mutuas en torno a contrato de distribución.,Penalización del 5% por retrasos en la entrega. Pago dentro de 30 días tras la recepción de la factura.,189,2021-03-31,48,SOL-5999
190,Acuerdo de Servicio,25586.21,Este contrato establece los términos para acuerdo de servicio.,Actualización de precios anual previa negociación. Garantía de 12 meses para el servicio prestado.,190,2022-03-31,13,SOL-4357
